Date,Close,High,Low,Open,Volume
2020-01-02,5.971076011657715,5.971076011657715,5.89168109779992,5.942205177047292,237536000
2020-01-03,5.875504970550537,5.919309450404571,5.8264738602636355,5.851362780060624,205384000
2020-01-06,5.900145053863525,5.905371684641664,5.756039105428163,5.782172259318857,262636000
2020-01-07,5.971574306488037,6.0173697369100445,5.883467865087548,5.928516566383579,314856000
2020-01-08,5.9827752113342285,6.024090748052185,5.927273243197032,5.967344072941984,277108000
2020-01-09,6.048482418060303,6.120908991813925,5.9947226534222215,6.069140188913055,255112000
2020-01-10,6.080837249755859,6.1861170582643075,6.066650817633669,6.155752757707768,316296000
2020-01-13,6.271485805511475,6.296623475757499,6.141317078631593,6.163966284249934,319840000
2020-01-14,6.1545090675354,6.254064276830669,6.141317640332306,6.228677378026615,359088000
2020-01-15,6.111948490142822,6.189601691642836,6.086064089642818,6.167201711413345,263104000
2020-01-16,6.195574760437012,6.201548119865506,6.142063751814368,6.165459211777373,284192000
2020-01-17,6.204285621643066,6.222205699382475,6.156747973897517,6.214738881645233,253792000
2020-01-21,6.170934677124023,6.2045346437613595,6.136836732767271,6.167699008739332,217916000
2020-01-22,6.224942684173584,6.311555671349777,6.197316078810498,6.21623163515969,239240000
2020-01-23,6.293388366699219,6.301850666278991,6.176162303873604,6.265015500027849,244516000
2020-01-24,6.234151840209961,6.458649107377965,6.179894109000155,6.408871276508742,373512000
2020-01-27,5.978296279907227,6.0293183555907035,5.779932111084049,5.929513917591707,470536000
2020-01-28,6.171682357788086,6.204037622473159,5.99098904942448,6.044251311365819,310976000
2020-01-29,6.111201763153076,6.1933348594066695,6.071379209932689,6.157245952413688,258848000
2020-01-30,6.117921829223633,6.131362007202673,5.958384751904467,6.013388746744023,290504000
2020-01-31,5.88446569442749,6.084074112409697,5.842652644415782,6.0721273910587135,370420000
2020-02-03,5.981531620025635,6.000944683491805,5.860073936086424,5.866296047468316,255564000
2020-02-04,6.1507744789123535,6.169939263210009,6.07337051135927,6.123397097246553,271544000
2020-02-05,6.241122245788574,6.2819398115033085,6.1577444293662715,6.271735301395451,208220000
2020-02-06,6.327983379364014,6.327983379364014,6.194330704477738,6.275468324748292,218284000
2020-02-07,6.261780261993408,6.310064648512183,6.23639336150722,6.287913417155617,189752000
2020-02-10,6.545014381408691,6.545760635986493,6.279450290508295,6.284428169326887,529608000
2020-02-11,6.667466163635254,6.782203738856207,6.591306431955307,6.653279733113141,638556000
2020-02-12,6.783200263977051,6.789671601503967,6.681404871426681,6.720231472438191,374644000
2020-02-13,6.739395618438721,6.806595557928401,6.697831327462878,6.725209186080892,528016000
2020-02-14,7.212532043457031,7.341456059311746,7.118203476398175,7.149563256675008,1041924000
2020-02-18,7.3812785148620605,7.3996965714360154,7.089830500246091,7.109243562917757,620164000
2020-02-19,7.832512378692627,7.85018370495676,7.503731241571927,7.503731241571927,694332000
2020-02-20,7.68317985534668,7.872832469799487,7.375802739932594,7.784477262238204,810052000
2020-02-21,7.319055557250977,7.596068354037517,7.234184775589799,7.570930686367929,768180000
2020-02-24,6.801617622375488,7.015412909789479,6.670204661652405,6.724711152192472,856916000
2020-02-25,6.522115707397461,6.938754529480886,6.420320327904951,6.8767812267304445,1055496000
2020-02-26,6.66149377822876,6.8556267817629495,6.520872260486998,6.522365244375088,747732000
2020-02-27,6.290678024291992,6.649291628111661,6.1982851759293744,6.347956450769954,906416000
2020-02-28,6.72574520111084,6.785265150014575,6.021468476636293,6.038153822353874,1133252000
2020-03-02,6.884132385253906,6.913020969707429,6.499868326967326,6.89583734921365,890744000
2020-03-03,6.621646881103516,6.999685068936353,6.536227062821654,6.9399162286663865,652792000
2020-03-04,7.085355758666992,7.094819196634212,6.654272242977344,6.728983670350237,597408000
2020-03-05,6.805935382843018,7.052730968165958,6.761357526790429,6.885876083361158,540328000
2020-03-06,6.625382423400879,6.683906288532201,6.425156400568952,6.626378499509414,515412000
2020-03-09,6.112367153167725,6.460022945569988,5.931566248093233,5.974400377600928,614160000
2020-03-10,6.501860618591309,6.501860618591309,6.126063912354889,6.388797656327091,580648000
2020-03-11,6.138018608093262,6.390293368054027,6.040894269510428,6.3619030525450215,499964000
2020-03-12,5.386921405792236,5.880263628706934,5.374220366042612,5.614790095414471,816540000
2020-03-13,5.997810363769531,6.002292944870884,5.4691047191350695,5.740305863273722,634836000
2020-03-16,4.891088962554932,5.630729524713613,4.8313201098048415,5.289797356213266,726972000
2020-03-17,5.410828113555908,5.5002327083756395,4.756608019710437,5.003403556454103,833632000
2020-03-18,5.050970077514648,5.228284456212011,4.499602269107652,4.983232149697851,874268000
2020-03-19,5.303744316101074,5.3973821461499005,4.816129538877679,5.029553985292051,765512000
2020-03-20,5.12393856048584,5.7358224271216045,5.108498191771292,5.453912435431713,804636000
2020-03-23,5.296771049499512,5.391156534472838,4.943885444865308,5.122943125921744,643876000
2020-03-24,6.205506324768066,6.292171604857981,5.679291186682041,5.70294954037005,1101644000
2020-03-25,6.116849422454834,6.520289265304306,6.068037887825773,6.3205614963132195,793432000
2020-03-26,6.40623140335083,6.530251693453912,6.225928288320753,6.324048693944389,696108000
2020-03-27,6.293913841247559,6.552663238248432,6.193053660221969,6.225926544778391,638828000
2020-03-30,6.614176273345947,6.623390809349524,6.315331566479305,6.359411144117115,602252000
2020-03-31,6.564618110656738,6.85848196477575,6.418931160097484,6.65427114369263,949960000
2020-04-01,6.053343772888184,6.513066364473172,6.008766400221248,6.366632732890536,656912000
2020-04-02,6.3621506690979,6.375349509282011,6.034417867069975,6.082481747363266,675764000
2020-04-03,6.074264049530029,6.366135274074595,5.93679555989796,6.324546124267488,663212000
2020-04-06,6.684155464172363,6.721013131709734,6.298894869543771,6.356422660936497,727884000
2020-04-07,6.450809001922607,6.929458605024685,6.407725493136537,6.905799772742966,784520000
2020-04-08,6.648044586181641,6.672948388475926,6.489905987863526,6.5598854395602135,542444000
2020-04-09,6.548431396484375,6.796721352167685,6.485424937569646,6.773810171653583,525564000
2020-04-13,6.720265865325928,6.728982125267941,6.400253250310459,6.488661301151191,398408000
2020-04-14,7.071408748626709,7.105526615595516,6.820877290444887,6.848520424449045,530948000
2020-04-15,6.993957996368408,7.076887398298058,6.85798385424075,6.903308409949775,366148000
2020-04-16,7.339123725891113,7.446209763060646,7.136158815907621,7.14935765781439,745620000
2020-04-17,7.279853343963623,7.442723456928721,7.145871343771936,7.421306153923963,539120000
2020-04-20,7.148610591888428,7.3092396501151224,7.10428210942452,7.153342548022557,449388000
2020-04-21,6.711799144744873,7.091829539403619,6.652030295879827,7.0305668136923725,735160000
2020-04-22,7.126196384429932,7.169030984977875,6.858481793507247,6.904055247287236,483356000
2020-04-23,7.072902679443359,7.300273585870351,7.047749973310746,7.168284222501299,424160000
2020-04-24,7.2118659019470215,7.213858054516523,6.987981488178347,7.062692909541992,352328000
2020-04-27,7.398396015167236,7.55827792172572,7.321692429076704,7.346347339784645,479388000
2020-04-28,7.25594425201416,7.575707960165228,7.250465595877795,7.545823301692941,442904000
2020-04-29,7.432761192321777,7.485557029064431,7.315464555147975,7.39067376810219,379160000
2020-04-30,7.278857231140137,7.432762181610397,7.264911212974627,7.378720886218428,375916000
2020-05-01,7.042270660400391,7.194681234845582,6.993957405102291,7.081369380151772,342096000
2020-05-04,7.2542009353637695,7.267898050583051,6.994953247305761,6.994953247305761,317556000
2020-05-05,7.315216541290283,7.477837751175259,7.254202237542955,7.358300046895456,368896000
2020-05-06,7.416075706481934,7.520920683811323,7.356805134500558,7.3946588804721864,323464000
2020-05-07,7.592393398284912,7.655648744920754,7.503985348163967,7.555286831262217,373732000
2020-05-08,7.78240966796875,7.788635500703007,7.630247978940607,7.664116946015508,339216000
2020-05-11,8.03443431854248,8.0812532199306,7.748788480019479,7.777427686453684,469060000
2020-05-12,7.772446632385254,8.141021377512672,7.762734296973227,8.0922103251852,493060000
2020-05-13,7.750035762786865,8.04738568442247,7.565498966632895,7.887005995491709,625852000
2020-05-14,7.999569416046143,8.005048072152466,7.657890135222116,7.811546156481856,602312000
2020-05-15,8.458047866821289,8.467759729126763,7.843673063373936,7.859362333253121,987660000
2020-05-18,8.716547966003418,8.882157876251767,8.647066777794294,8.726758578966196,774460000
2020-05-19,8.771583557128906,9.052496956794625,8.72899786170041,8.756392090923336,717320000
2020-05-20,8.93545150756836,9.008170295929782,8.854514259220592,8.956370532987304,587536000
2020-05-21,8.741453170776367,9.017634700566356,8.703848319064196,9.016639099197258,761068000
2020-05-22,8.991487503051758,9.057980956236753,8.679693219207257,8.79126139233951,1038764000
2020-05-26,8.684170722961426,9.14638419522325,8.63859727639723,9.121479919777565,770780000
2020-05-27,8.492415428161621,8.59950051785167,7.965950391400026,8.591780807781486,1175892000
2020-05-28,8.454310417175293,8.72675644648104,8.346974557136903,8.379847440837468,734896000
2020-05-29,8.841314315795898,8.841314315795898,8.452318320725862,8.52155059993802,745256000
2020-06-01,8.77232837677002,8.806695606061657,8.65602832764597,8.799224799694192,389876000
2020-06-02,8.791258811950684,8.803212676992109,8.624653302312682,8.762371175601668,391320000
2020-06-03,8.735721588134766,8.832099186745506,8.666489317298332,8.788268991899733,365440000
2020-06-04,8.73671817779541,8.912866939828167,8.648019836586545,8.698348190086536,424280000
2020-06-05,8.88969898223877,8.96643707994783,8.678419249212652,8.764625577406946,481748000
2020-06-08,8.7750883102417,8.859549625376184,8.656243125037443,8.847092279963228,387736000
2020-06-09,9.015270233154297,9.078803940290415,8.721522237530877,8.770106557565944,468488000
2020-06-10,9.334930419921875,9.46772799834327,9.12240468175973,9.136607026501476,632180000
2020-06-11,8.76637077331543,9.229790438271351,8.756155499817682,9.11891841421048,583652000
2020-06-12,8.902155876159668,9.156040732560726,8.673684691916993,9.131375052473425,570908000
2020-06-15,9.142583847045898,9.151055068752084,8.71404438640877,8.785302254264662,400004000
2020-06-16,9.03769302368164,9.23527031783515,8.808723825272349,9.19366219211201,535716000
2020-06-17,9.204626083374023,9.267411803522828,9.039438621471167,9.08279175254697,408304000
2020-06-18,9.186686515808105,9.250967262401565,9.08353774425731,9.1956557675876,254408000
2020-06-19,9.229788780212402,9.412914727632721,9.195904834357798,9.211103234912088,524160000
2020-06-22,9.494388580322266,9.498873682231611,9.24174969943,9.268409396093938,398468000
2020-06-23,9.417898178100586,9.609744370023234,9.375543006727439,9.518554914018466,375108000
2020-06-24,9.20412826538086,9.524037959353112,9.113436828219283,9.444059823033964,449372000
