Date,Close,High,Low,Open,Volume
2020-01-02,208.5802001953125,208.5802001953125,206.4766357813758,206.88190641736827,30969400
2020-01-03,206.66964721679688,207.91442086514243,205.8012121274127,205.82051493847678,27518900
2020-01-06,208.00120544433594,208.03015229127544,204.7976316853072,205.04850926669187,21655300
2020-01-07,207.97232055664062,208.5609311593145,207.31617219889597,208.07846393495007,22139300
2020-01-08,209.53549194335938,210.49078226740906,207.61528197586097,207.94335612700655,26397300
2020-01-09,211.3109588623047,211.71622948458895,210.07584418761127,211.26270920456716,23547000
2020-01-10,210.77064514160156,212.16015323919683,210.39432125881387,212.14086514942605,21898500
2020-01-13,213.2022247314453,213.23117158174475,211.30130303523023,211.63903592036166,22756900
2020-01-14,212.3627471923828,213.4531276870135,212.03467305684538,213.096091976007,24418100
2020-01-15,212.44961547851562,213.44349678125812,211.75486149861567,212.47856233403385,25742100
2020-01-16,214.48561096191406,214.52421658207058,213.05751221445357,213.51103254704745,18805000
2020-01-17,215.5470428466797,215.7207239647326,214.33121612538972,215.45054352083037,24325200
2020-01-21,215.4505615234375,215.99092245639343,214.85230687962647,214.94879148980795,21146300
2020-01-22,216.01983642578125,217.25495114843167,215.74965600043456,216.54090919161342,20736400
2020-01-23,216.714599609375,216.81109893274322,214.89087429805969,215.89441425566307,26496100
2020-01-24,214.89089965820312,217.9593988739389,213.89701834988233,217.72780930476202,37436500
2020-01-27,210.45216369628906,211.59077903243934,209.5644112383435,210.03723431662667,42264400
2020-01-28,213.6847381591797,214.17686416833774,211.37854533544717,211.93820910202527,26731900
2020-01-29,214.03211975097656,215.11284168272385,213.0864880606977,214.87160805697798,28924500
2020-01-30,214.79440307617188,214.8908876818198,211.98644044178818,212.65224753279983,39568100
2020-01-31,211.38816833496094,215.72071400417116,210.63550602029494,215.6917671524989,52015800
2020-02-03,214.58209228515625,215.07420347288854,212.2758999192497,212.42063417336837,25408600
2020-02-04,219.49365234375,219.8699762105737,216.77252998076932,217.51553366994042,30691200
2020-02-05,220.2173309326172,222.17614659549554,218.8953755102877,222.13755569776401,38534800
2020-02-06,222.11822509765625,222.17611879887568,219.98571385245987,220.7673082663792,22467100
2020-02-07,221.1629638671875,222.35948783634657,220.52610362277716,221.124372969222,25884900
2020-02-10,223.8358917236328,223.84553576957921,220.37177986715278,220.42967359029976,21478900
2020-02-11,223.87442016601562,225.8139476926803,223.28580960536434,225.07094409755945,30198000
2020-02-12,226.05517578125,226.16131914939604,224.63672109953913,225.19638479306101,24471300
2020-02-13,225.76573181152344,226.69206070949218,224.21218663856706,224.4823671274523,22773200
2020-02-14,226.41221618652344,226.6245029410099,225.36044118166936,226.12273291006633,23438500
2020-02-18,226.4990692138672,226.9236427461993,225.07097028816705,225.31220391119828,24394500
2020-02-19,228.6701202392578,229.14294333428626,227.57975452125166,227.84993494020262,22230500
2020-02-20,226.5473175048828,228.6412235732068,223.74901338423808,228.16841509813054,42604000
2020-02-21,222.19540405273438,225.80424856509632,221.2787195004825,225.41828077164107,66017200
2020-02-24,213.62684631347656,216.3865595459099,212.53646562735895,213.90667083734587,84522600
2020-02-25,207.81793212890625,216.1356772739086,207.21003342483664,215.42162046543947,97743000
2020-02-26,208.88897705078125,212.55573040415152,207.36437906140043,209.1109225450199,79537700
2020-02-27,198.4291229248047,208.83111528648146,198.29403268856464,203.5046729135161,121822600
2020-02-28,198.58346557617188,199.90542074701366,191.22101276021658,191.67453302186976,148173700
2020-03-02,208.8311004638672,208.9758494576776,198.71859210440334,201.5555015878146,112933900
2020-03-03,202.13446044921875,211.90925094519767,200.33968181891154,209.49691486810363,131953500
2020-03-04,210.56800842285156,210.67415180713098,203.95820118779955,205.83983524763778,73086200
2020-03-05,204.17044067382812,208.77318130987015,202.73269802050228,205.23187427081177,78705500
2020-03-06,200.72569274902344,201.81605879758976,195.79487652272775,197.4931560600957,89828400
2020-03-09,186.78237915039062,194.10622850769025,185.3735682950245,186.69552385492742,116424000
2020-03-10,196.9528045654297,197.13614449780604,186.8885288895169,194.0580007247093,100599200
2020-03-11,188.3744659423828,193.71055118056694,185.9717743532249,192.35964911661964,89168800
2020-03-12,171.10214233398438,184.09014864254513,170.73546262012835,175.7048679455198,137820700
2020-03-13,185.59548950195312,187.66044864626937,171.88377914457774,180.51029552625965,134882000
2020-03-16,163.36338806152344,178.20406832166154,163.22829784175232,168.04331081509645,92054400
2020-03-17,175.753173828125,177.92427650978973,163.82658250789734,169.31706231199337,121257100
2020-03-18,170.40737915039062,172.9355019469722,160.95102140407778,165.59235237435695,114156300
2020-03-19,171.4302520751953,177.05582149372006,165.61169871799729,169.52933009561525,120896500
2020-03-20,164.7142791748047,176.4575276328836,164.13532743920163,175.3671619051533,118983900
2020-03-23,164.83323669433594,168.45945171990107,159.48576469527103,165.27804414127883,124639800
