Date,symbol,Open,High,Low,Close,Volume,Trades,VWAP
2021-04-22 04:00:00+00:00,IWM,210.28,212.23,207.95,208.7,32578487.0,243321.0,209.88
2021-04-23 04:00:00+00:00,IWM,209.87,213.48,209.12,212.64,28669013.0,183109.0,212.19
2021-04-26 04:00:00+00:00,IWM,213.81,215.4,213.57,214.85,19069377.0,162271.0,214.72
2021-04-27 04:00:00+00:00,IWM,215.42,216.06,214.29,215.17,19648408.0,148563.0,215.11
2021-04-28 04:00:00+00:00,IWM,214.82,216.15,213.9,215.54,16382905.0,142985.0,215.09
2021-04-29 04:00:00+00:00,IWM,217.43,217.53,212.67,214.74,25578342.0,194290.0,214.7
2021-04-30 04:00:00+00:00,IWM,212.6,214.56,211.11,211.82,26519001.0,188534.0,212.47
2021-05-03 04:00:00+00:00,IWM,214.0,214.19,211.85,212.86,19155769.0,154431.0,213.13
2021-05-04 04:00:00+00:00,IWM,211.55,213.0,208.11,210.31,27088480.0,229835.0,209.61
2021-05-05 04:00:00+00:00,IWM,211.24,211.49,208.49,209.47,25682117.0,192607.0,209.87
2021-05-06 04:00:00+00:00,IWM,209.71,209.86,205.93,209.65,27647251.0,214689.0,207.9
2021-05-07 04:00:00+00:00,IWM,209.72,212.8,209.25,212.29,26372172.0,222476.0,211.88
2021-05-10 04:00:00+00:00,IWM,212.14,212.55,206.83,206.89,28109133.0,217733.0,209.34
2021-05-11 04:00:00+00:00,IWM,202.43,207.58,201.96,206.23,39922347.0,351442.0,205.35
2021-05-12 04:00:00+00:00,IWM,204.48,206.05,199.24,199.54,42113404.0,322910.0,202.42
2021-05-13 04:00:00+00:00,IWM,200.91,204.8,199.49,203.21,38172077.0,314384.0,202.41
2021-05-14 04:00:00+00:00,IWM,205.27,208.54,203.14,208.17,25191439.0,217702.0,206.92
2021-05-17 04:00:00+00:00,IWM,207.01,208.52,205.24,208.46,20289021.0,171649.0,207.04
2021-05-18 04:00:00+00:00,IWM,208.52,210.26,206.71,206.88,24784695.0,207757.0,208.8
2021-05-19 04:00:00+00:00,IWM,203.47,205.48,201.61,205.27,31513743.0,282723.0,203.59
2021-05-20 04:00:00+00:00,IWM,205.58,207.09,203.76,206.6,25312721.0,216379.0,205.59
2021-05-21 04:00:00+00:00,IWM,208.47,209.45,206.6,207.22,24738072.0,189674.0,208.03
2021-05-24 04:00:00+00:00,IWM,208.32,209.52,207.21,208.54,19023067.0,153310.0,208.51
2021-05-25 04:00:00+00:00,IWM,209.31,210.71,206.45,206.57,20964901.0,167623.0,208.17
2021-05-26 04:00:00+00:00,IWM,207.34,210.69,207.33,210.42,20862647.0,167030.0,209.56
2021-05-27 04:00:00+00:00,IWM,211.96,213.2,211.15,212.51,21781033.0,178241.0,212.47
2021-05-28 04:00:00+00:00,IWM,213.88,213.98,211.97,212.53,21284339.0,156319.0,212.68
2021-06-01 04:00:00+00:00,IWM,214.24,215.28,212.83,214.86,23812545.0,197650.0,214.29
2021-06-02 04:00:00+00:00,IWM,215.61,215.61,213.64,215.09,19287809.0,165348.0,214.53
2021-06-03 04:00:00+00:00,IWM,213.64,214.39,211.02,213.25,25043137.0,221023.0,212.9
2021-06-04 04:00:00+00:00,IWM,214.33,214.8,213.06,214.2,19545980.0,157118.0,213.95
2021-06-07 04:00:00+00:00,IWM,214.64,217.36,214.04,217.04,25455634.0,173090.0,216.51
2021-06-08 04:00:00+00:00,IWM,217.77,219.91,216.61,219.35,28030716.0,212950.0,218.6
2021-06-09 04:00:00+00:00,IWM,219.97,220.06,217.56,217.97,18950998.0,144069.0,218.74
2021-06-10 04:00:00+00:00,IWM,218.54,219.02,215.74,216.28,30176389.0,176776.0,217.01
2021-06-11 04:00:00+00:00,IWM,217.24,218.66,217.03,218.56,16769456.0,133884.0,217.93
2021-06-14 04:00:00+00:00,IWM,219.14,220.12,217.09,217.92,19371047.0,147856.0,218.23
2021-06-15 04:00:00+00:00,IWM,218.02,218.35,215.52,217.3,17290769.0,127726.0,216.98
2021-06-16 04:00:00+00:00,IWM,216.68,217.6,214.73,216.84,24825670.0,210743.0,216.25
2021-06-17 04:00:00+00:00,IWM,216.24,217.15,211.79,214.4,48749975.0,287076.0,214.45
2021-06-18 04:00:00+00:00,IWM,211.02,212.94,208.59,209.54,55387819.0,372549.0,210.42
2021-06-21 04:00:00+00:00,IWM,211.35,214.6,210.62,214.02,26908662.0,221002.0,213.21
2021-06-22 04:00:00+00:00,IWM,213.44,215.46,211.98,214.99,21245229.0,182650.0,213.77
2021-06-23 04:00:00+00:00,IWM,215.06,216.92,215.06,215.7,22996440.0,152034.0,216.09
2021-06-24 04:00:00+00:00,IWM,217.07,218.76,215.75,218.74,22926138.0,175739.0,217.89
2021-06-25 04:00:00+00:00,IWM,219.12,220.18,218.61,219.11,28839753.0,163160.0,219.4
2021-06-28 04:00:00+00:00,IWM,219.07,219.4,215.8,217.37,25331018.0,195642.0,217.39
2021-06-29 04:00:00+00:00,IWM,218.12,218.59,215.8,216.34,19251844.0,153083.0,217.13
2021-06-30 04:00:00+00:00,IWM,215.69,217.26,214.85,216.37,26938262.0,164920.0,216.4
2021-07-01 04:00:00+00:00,IWM,217.72,218.7,216.69,218.27,18401544.0,158814.0,217.9
2021-07-02 04:00:00+00:00,IWM,218.85,218.92,215.6,216.2,21541253.0,169881.0,216.56
2021-07-06 04:00:00+00:00,IWM,216.36,216.45,211.18,213.05,28063736.0,235710.0,212.79
2021-07-07 04:00:00+00:00,IWM,212.75,213.82,209.22,211.07,28803904.0,223946.0,211.29
2021-07-08 04:00:00+00:00,IWM,206.88,211.37,205.5,209.13,43197688.0,344793.0,208.73
2021-07-09 04:00:00+00:00,IWM,211.45,213.61,210.68,213.55,24045884.0,197029.0,212.67
2021-07-12 04:00:00+00:00,IWM,212.77,214.02,211.82,213.72,16906303.0,140528.0,213.0
2021-07-13 04:00:00+00:00,IWM,212.46,212.94,209.62,209.7,25825787.0,213644.0,210.76
2021-07-14 04:00:00+00:00,IWM,211.03,211.63,206.16,206.46,31075817.0,248722.0,208.09
2021-07-15 04:00:00+00:00,IWM,205.48,206.64,202.75,205.29,45581363.0,324120.0,204.86
2021-07-16 04:00:00+00:00,IWM,207.37,207.41,202.31,202.76,36674756.0,261954.0,204.56
2021-07-19 04:00:00+00:00,IWM,198.69,202.29,197.2,199.73,58578962.0,480864.0,199.42
2021-07-20 04:00:00+00:00,IWM,200.17,206.84,199.28,205.92,41988243.0,297887.0,204.42
2021-07-21 04:00:00+00:00,IWM,207.01,209.62,206.92,209.47,28598777.0,197172.0,208.91
2021-07-22 04:00:00+00:00,IWM,208.91,209.34,205.24,206.14,32878958.0,248885.0,206.57
2021-07-23 04:00:00+00:00,IWM,207.4,207.48,204.61,207.1,24401447.0,186463.0,206.3
2021-07-26 04:00:00+00:00,IWM,207.89,209.46,206.72,207.71,22330341.0,197347.0,207.91
2021-07-27 04:00:00+00:00,IWM,206.59,206.66,203.17,205.28,35610333.0,284580.0,204.63
2021-07-28 04:00:00+00:00,IWM,206.58,209.97,205.07,208.3,33043685.0,274270.0,207.65
2021-07-29 04:00:00+00:00,IWM,210.16,211.71,209.55,209.9,22634837.0,197047.0,210.68
2021-07-30 04:00:00+00:00,IWM,209.08,211.35,207.79,208.52,29217008.0,228160.0,209.1
2021-08-02 04:00:00+00:00,IWM,209.86,211.82,207.19,207.48,24387605.0,210889.0,209.32
2021-08-03 04:00:00+00:00,IWM,208.11,208.58,204.79,208.34,28040362.0,229977.0,207.05
2021-08-04 04:00:00+00:00,IWM,206.68,208.66,205.54,205.74,25973083.0,209572.0,206.73
2021-08-05 04:00:00+00:00,IWM,206.67,209.82,206.28,209.44,24290728.0,181917.0,208.71
2021-08-06 04:00:00+00:00,IWM,211.06,212.44,209.55,210.72,24728501.0,202511.0,210.62
2021-08-09 04:00:00+00:00,IWM,210.28,210.54,208.67,209.56,17341609.0,147080.0,209.79
2021-08-10 04:00:00+00:00,IWM,210.02,210.56,208.65,209.98,22681588.0,173903.0,209.86
2021-08-11 04:00:00+00:00,IWM,210.38,211.05,207.97,211.01,25832842.0,208126.0,209.44
2021-08-12 04:00:00+00:00,IWM,211.07,211.15,209.14,210.51,23782310.0,167430.0,210.07
2021-08-13 04:00:00+00:00,IWM,210.34,210.64,208.19,208.59,21146337.0,149268.0,209.0
2021-08-16 04:00:00+00:00,IWM,207.31,207.77,205.31,206.65,24269433.0,185065.0,206.66
2021-08-17 04:00:00+00:00,IWM,204.38,205.11,201.63,204.13,35365339.0,264025.0,203.47
2021-08-18 04:00:00+00:00,IWM,203.85,205.68,202.22,202.35,29102340.0,206751.0,204.3
2021-08-19 04:00:00+00:00,IWM,200.39,201.93,198.74,199.92,38280390.0,304251.0,200.32
2021-08-20 04:00:00+00:00,IWM,200.07,203.77,199.43,203.3,32052653.0,228564.0,201.94
2021-08-23 04:00:00+00:00,IWM,205.15,207.47,205.11,207.17,26066072.0,178014.0,206.49
2021-08-24 04:00:00+00:00,IWM,207.83,209.34,207.23,209.21,18678046.0,135989.0,208.53
2021-08-25 04:00:00+00:00,IWM,209.2,211.27,208.33,209.94,21881237.0,142996.0,210.28
2021-08-26 04:00:00+00:00,IWM,209.55,210.51,207.28,207.72,22588415.0,180186.0,208.69
2021-08-27 04:00:00+00:00,IWM,208.14,214.15,208.06,213.57,34603265.0,233477.0,212.46
2021-08-30 04:00:00+00:00,IWM,214.37,214.46,212.22,212.7,20982672.0,149287.0,212.94
2021-08-31 04:00:00+00:00,IWM,212.47,213.76,211.61,213.11,20839803.0,133802.0,212.92
2021-09-01 04:00:00+00:00,IWM,213.97,215.3,212.12,214.54,20923498.0,174709.0,214.06
2021-09-02 04:00:00+00:00,IWM,215.38,216.81,214.7,216.04,22709892.0,173116.0,215.91
2021-09-03 04:00:00+00:00,IWM,215.31,215.99,214.31,215.04,18305181.0,139324.0,215.05
2021-09-07 04:00:00+00:00,IWM,214.81,216.02,213.43,213.55,19239389.0,159851.0,214.54
2021-09-08 04:00:00+00:00,IWM,212.82,213.16,210.01,211.22,25575096.0,207281.0,211.41
2021-09-09 04:00:00+00:00,IWM,210.87,213.46,210.32,211.12,27587535.0,208551.0,212.04
2021-09-10 04:00:00+00:00,IWM,212.39,212.52,208.96,209.05,24504393.0,192823.0,210.56
2021-09-13 04:00:00+00:00,IWM,210.55,210.72,207.76,210.24,35135074.0,276214.0,209.75
2021-09-14 04:00:00+00:00,IWM,211.06,211.08,206.65,207.56,30479135.0,253652.0,208.52
2021-09-15 04:00:00+00:00,IWM,207.55,210.11,207.02,209.44,29362824.0,215007.0,208.94
2021-09-16 04:00:00+00:00,IWM,209.66,210.68,207.77,209.59,22487431.0,207147.0,209.31
2021-09-17 04:00:00+00:00,IWM,209.05,210.38,208.13,209.87,42159704.0,257420.0,209.43
2021-09-20 04:00:00+00:00,IWM,205.12,206.57,202.07,204.88,45898622.0,322060.0,204.28
2021-09-21 04:00:00+00:00,IWM,206.37,206.86,203.58,205.19,26711163.0,188621.0,205.45
2021-09-22 04:00:00+00:00,IWM,206.47,209.93,206.46,208.38,33238745.0,219855.0,208.33
2021-09-23 04:00:00+00:00,IWM,209.58,212.85,209.0,212.06,31313476.0,193406.0,211.53
2021-09-24 04:00:00+00:00,IWM,211.02,212.28,209.9,211.04,28837065.0,183776.0,211.47
2021-09-27 04:00:00+00:00,IWM,211.58,215.42,211.5,214.25,30328598.0,227502.0,214.06
2021-09-28 04:00:00+00:00,IWM,213.28,213.46,208.96,209.38,40605357.0,331520.0,210.68
2021-09-29 04:00:00+00:00,IWM,210.31,210.68,208.32,208.93,23887309.0,224226.0,209.43
2021-09-30 04:00:00+00:00,IWM,210.16,210.63,206.83,206.98,34283083.0,315431.0,208.28
2021-10-01 04:00:00+00:00,IWM,208.11,211.47,206.02,210.32,32849559.0,291146.0,209.1
2021-10-04 04:00:00+00:00,IWM,210.18,210.35,207.15,208.4,33117577.0,293889.0,208.36
2021-10-05 04:00:00+00:00,IWM,209.07,211.05,208.04,209.12,20407608.0,175848.0,209.43
2021-10-06 04:00:00+00:00,IWM,206.99,208.35,205.09,208.04,33101824.0,267950.0,206.69
2021-10-07 04:00:00+00:00,IWM,209.61,212.84,209.45,211.24,24690938.0,181529.0,211.54
2021-10-08 04:00:00+00:00,IWM,211.37,212.05,209.58,209.65,18095637.0,152914.0,210.6
2021-10-11 04:00:00+00:00,IWM,209.89,211.52,208.39,208.45,16107851.0,132500.0,210.08
2021-10-12 04:00:00+00:00,IWM,208.96,210.5,208.5,209.6,19080677.0,168135.0,209.65
2021-10-13 04:00:00+00:00,IWM,209.95,210.71,208.0,210.59,20159158.0,161148.0,209.87
2021-10-14 04:00:00+00:00,IWM,212.65,213.84,212.25,213.71,18599196.0,139677.0,213.31
2021-10-15 04:00:00+00:00,IWM,215.71,216.11,212.95,213.04,27530747.0,168108.0,214.57
2021-10-18 04:00:00+00:00,IWM,211.83,213.53,211.69,212.92,19272458.0,155120.0,212.78
2021-10-19 04:00:00+00:00,IWM,213.82,214.67,212.52,213.71,15577865.0,132515.0,213.6
2021-10-20 04:00:00+00:00,IWM,213.81,215.71,213.0,215.13,18199870.0,134121.0,214.82
2021-10-21 04:00:00+00:00,IWM,214.96,216.68,214.42,215.68,18283605.0,150958.0,215.54
2021-10-22 04:00:00+00:00,IWM,215.54,216.1,213.54,215.17,16910097.0,144730.0,215.01
2021-10-25 04:00:00+00:00,IWM,215.53,217.6,215.05,217.21,16438453.0,130163.0,216.83
2021-10-26 04:00:00+00:00,IWM,217.65,218.3,215.54,215.58,25651790.0,187941.0,216.76
2021-10-27 04:00:00+00:00,IWM,214.95,215.22,211.47,211.61,27746725.0,210884.0,213.22
2021-10-28 04:00:00+00:00,IWM,212.7,215.97,212.67,215.83,22935261.0,172602.0,214.82
2021-10-29 04:00:00+00:00,IWM,215.54,216.51,214.74,215.78,21151552.0,157934.0,215.73
2021-11-01 04:00:00+00:00,IWM,216.91,221.58,216.57,221.37,36312576.0,261667.0,220.1
2021-11-02 04:00:00+00:00,IWM,221.76,222.21,220.13,221.83,25123947.0,211209.0,221.25
2021-11-03 04:00:00+00:00,IWM,221.55,226.9,221.33,225.8,47717315.0,311777.0,224.75
2021-11-04 04:00:00+00:00,IWM,226.59,227.97,224.77,225.71,28120426.0,223802.0,226.11
2021-11-05 04:00:00+00:00,IWM,228.19,230.3,227.27,228.79,42496959.0,292941.0,228.89
2021-11-08 05:00:00+00:00,IWM,230.62,231.3,228.91,229.5,31427544.0,222795.0,230.27
2021-11-09 05:00:00+00:00,IWM,228.97,229.48,226.65,228.17,30085943.0,218068.0,228.0
2021-11-10 05:00:00+00:00,IWM,227.16,228.56,223.59,224.57,32525510.0,273764.0,226.0
2021-11-11 05:00:00+00:00,IWM,225.48,227.44,224.87,226.38,18354274.0,133067.0,226.45
2021-11-12 05:00:00+00:00,IWM,227.01,227.28,225.89,226.61,20835431.0,146767.0,226.54
2021-11-15 05:00:00+00:00,IWM,227.62,227.8,224.76,225.71,27962109.0,183328.0,225.78
2021-11-16 05:00:00+00:00,IWM,224.96,226.49,224.2,226.13,22591529.0,168861.0,225.53
2021-11-17 05:00:00+00:00,IWM,225.25,225.31,222.47,223.16,27153426.0,181773.0,223.56
2021-11-18 05:00:00+00:00,IWM,224.17,224.31,220.51,222.22,31354077.0,237929.0,222.08
2021-11-19 05:00:00+00:00,IWM,220.71,221.8,219.88,220.19,33949058.0,213716.0,220.8
2021-11-22 05:00:00+00:00,IWM,221.61,223.05,219.15,219.26,31590766.0,248783.0,220.95
2021-11-23 05:00:00+00:00,IWM,218.94,220.46,216.31,218.88,34267801.0,281316.0,218.21
2021-11-24 05:00:00+00:00,IWM,217.04,219.5,216.24,219.12,24321309.0,204247.0,218.28
2021-11-26 05:00:00+00:00,IWM,212.85,214.0,207.82,210.86,63810249.0,508448.0,210.72
2021-11-29 05:00:00+00:00,IWM,214.04,214.55,209.33,210.72,46826926.0,370998.0,211.54
2021-11-30 05:00:00+00:00,IWM,208.78,209.92,204.26,206.43,66145566.0,564127.0,206.89
2021-12-01 05:00:00+00:00,IWM,211.16,212.14,201.68,201.78,69512526.0,619055.0,207.31
2021-12-02 05:00:00+00:00,IWM,202.83,208.1,202.31,207.41,65003395.0,578397.0,205.74
2021-12-03 05:00:00+00:00,IWM,208.43,208.52,201.26,203.15,65102248.0,581573.0,203.4
2021-12-06 05:00:00+00:00,IWM,204.88,208.81,202.21,207.23,44663379.0,421633.0,206.46
2021-12-07 05:00:00+00:00,IWM,210.18,213.87,210.03,212.04,45573756.0,336705.0,212.43
2021-12-08 05:00:00+00:00,IWM,212.51,214.34,211.05,213.49,36615464.0,296275.0,213.11
2021-12-09 05:00:00+00:00,IWM,211.9,213.66,208.61,208.65,36769198.0,261945.0,210.32
2021-12-10 05:00:00+00:00,IWM,210.24,210.86,206.57,208.07,33283825.0,263011.0,208.23
2021-12-13 05:00:00+00:00,IWM,207.27,207.9,203.81,205.19,33970744.0,251613.0,205.59
2021-12-14 05:00:00+00:00,IWM,203.66,206.45,202.45,203.28,37066756.0,314400.0,204.05
2021-12-15 05:00:00+00:00,IWM,203.3,207.05,200.33,206.5,52178997.0,399114.0,203.49
2021-12-16 05:00:00+00:00,IWM,208.28,208.7,201.44,202.33,53277652.0,444798.0,204.94
2021-12-17 05:00:00+00:00,IWM,201.4,206.28,199.59,204.19,62566804.0,505617.0,203.74
2021-12-20 05:00:00+00:00,IWM,201.29,202.1,198.13,201.32,50348732.0,475915.0,200.01
2021-12-21 05:00:00+00:00,IWM,203.29,207.27,201.26,207.07,38626176.0,323002.0,205.78
2021-12-22 05:00:00+00:00,IWM,206.78,209.13,206.08,209.06,33038306.0,292198.0,207.98
2021-12-23 05:00:00+00:00,IWM,209.8,211.46,209.12,210.74,22486854.0,203722.0,210.56
2021-12-27 05:00:00+00:00,IWM,211.02,212.82,209.37,212.71,24252166.0,188900.0,211.38
2021-12-28 05:00:00+00:00,IWM,212.4,214.24,211.03,211.41,23336919.0,217421.0,212.32
2021-12-29 05:00:00+00:00,IWM,211.38,212.11,209.99,211.64,19609449.0,164610.0,211.24
2021-12-30 05:00:00+00:00,IWM,211.59,213.95,211.36,211.58,23650602.0,204902.0,212.98
2021-12-31 05:00:00+00:00,IWM,211.16,212.71,211.07,211.12,24846160.0,204327.0,211.69
2022-01-03 05:00:00+00:00,IWM,212.32,215.15,211.39,213.85,31558352.0,276994.0,213.42
2022-01-04 05:00:00+00:00,IWM,214.49,215.57,212.01,213.53,22296790.0,222819.0,213.83
2022-01-05 05:00:00+00:00,IWM,213.42,214.41,206.26,206.29,40643196.0,360589.0,210.28
2022-01-06 05:00:00+00:00,IWM,206.73,209.2,204.83,207.47,39473298.0,384857.0,207.54
2022-01-07 05:00:00+00:00,IWM,207.47,209.16,204.93,205.07,31589536.0,297339.0,206.59
2022-01-10 05:00:00+00:00,IWM,203.84,204.42,200.36,204.36,46099678.0,447304.0,202.18
2022-01-11 05:00:00+00:00,IWM,204.51,206.74,202.12,206.42,35499119.0,350395.0,204.71
2022-01-12 05:00:00+00:00,IWM,207.39,208.21,203.71,204.99,35639982.0,322209.0,205.69
2022-01-13 05:00:00+00:00,IWM,205.77,207.08,202.52,203.11,34552380.0,304691.0,204.9
2022-01-14 05:00:00+00:00,IWM,201.2,203.48,199.86,203.4,42220999.0,385846.0,201.83
2022-01-18 05:00:00+00:00,IWM,201.4,201.62,196.96,197.25,50366021.0,423722.0,198.89
2022-01-19 05:00:00+00:00,IWM,198.18,198.8,193.97,194.04,47226139.0,408077.0,195.95
2022-01-20 05:00:00+00:00,IWM,194.92,198.35,190.13,190.53,50528209.0,436434.0,194.72
2022-01-21 05:00:00+00:00,IWM,189.59,192.68,186.96,186.96,85945945.0,740598.0,189.48
2022-01-24 05:00:00+00:00,IWM,184.19,192.09,181.49,191.27,86710505.0,786457.0,185.73
2022-01-25 05:00:00+00:00,IWM,188.37,191.43,184.65,188.72,61577233.0,613615.0,187.59
2022-01-26 05:00:00+00:00,IWM,191.51,193.19,183.86,185.99,71812522.0,668505.0,189.41
2022-01-27 05:00:00+00:00,IWM,187.57,189.45,180.9,181.77,60606747.0,601979.0,184.38
2022-01-28 05:00:00+00:00,IWM,181.94,185.37,178.51,185.31,66126444.0,620909.0,181.47
2022-01-31 05:00:00+00:00,IWM,184.49,190.99,183.98,190.99,55295358.0,456438.0,188.34
2022-02-01 05:00:00+00:00,IWM,191.39,193.21,187.89,193.01,43975402.0,417680.0,191.33
2022-02-02 05:00:00+00:00,IWM,193.25,193.52,189.14,191.09,43800038.0,376442.0,191.04
2022-02-03 05:00:00+00:00,IWM,188.72,190.99,187.02,187.47,40173684.0,361619.0,188.83
2022-02-04 05:00:00+00:00,IWM,187.01,189.91,185.0,188.28,34901400.0,331455.0,187.37
2022-02-07 05:00:00+00:00,IWM,188.33,190.92,187.91,189.21,34198705.0,259692.0,189.46
2022-02-08 05:00:00+00:00,IWM,189.31,192.78,189.21,192.44,28385781.0,217014.0,191.39
2022-02-09 05:00:00+00:00,IWM,194.15,196.13,193.9,196.09,27376692.0,218971.0,195.24
2022-02-10 05:00:00+00:00,IWM,192.57,198.41,191.83,193.08,44872759.0,390287.0,195.14
2022-02-11 05:00:00+00:00,IWM,193.28,195.57,189.52,191.13,41544555.0,387310.0,192.32
2022-02-14 05:00:00+00:00,IWM,191.36,193.17,189.1,190.46,32346680.0,336044.0,191.13
2022-02-15 05:00:00+00:00,IWM,192.46,195.8,192.31,195.57,25965729.0,226530.0,194.46
2022-02-16 05:00:00+00:00,IWM,194.85,196.72,193.69,195.98,30542791.0,226300.0,195.17
2022-02-17 05:00:00+00:00,IWM,194.14,194.59,190.56,190.96,27213364.0,242434.0,192.4
2022-02-18 05:00:00+00:00,IWM,190.8,192.4,188.64,189.31,36261406.0,304961.0,190.03
2022-02-22 05:00:00+00:00,IWM,188.37,190.24,185.4,186.65,31922919.0,310998.0,187.81
2022-02-23 05:00:00+00:00,IWM,188.15,188.77,182.75,183.11,31537456.0,261920.0,185.4
2022-02-24 05:00:00+00:00,IWM,178.73,188.37,178.35,187.86,53256222.0,461070.0,183.18
2022-02-25 05:00:00+00:00,IWM,188.57,192.3,186.97,192.19,33694952.0,315354.0,190.24
2022-02-28 05:00:00+00:00,IWM,190.26,194.18,190.25,192.97,35098654.0,309160.0,192.22
2022-03-01 05:00:00+00:00,IWM,192.34,193.41,187.73,189.33,40736974.0,419643.0,190.09
2022-03-02 05:00:00+00:00,IWM,190.61,194.85,190.47,193.84,30021823.0,312290.0,193.03
2022-03-03 05:00:00+00:00,IWM,194.65,194.67,190.09,191.54,30183975.0,243605.0,191.78
2022-03-04 05:00:00+00:00,IWM,189.53,190.63,186.95,188.55,31696632.0,296693.0,188.39
2022-03-07 05:00:00+00:00,IWM,189.08,189.42,183.82,183.86,39359139.0,355817.0,186.33
2022-03-08 05:00:00+00:00,IWM,184.45,189.41,183.61,184.87,45782075.0,445276.0,186.09
2022-03-09 05:00:00+00:00,IWM,188.13,190.77,187.56,190.08,29842295.0,270011.0,189.64
2022-03-10 05:00:00+00:00,IWM,187.36,189.86,186.55,189.74,26308387.0,201213.0,188.26
